"country"	"year"	"pop"	"gdpen"
"CYPRUS"	1966	588	2.906
"CYPRUS"	1967	595	3.221
"CYPRUS"	1968	602	3.398
"CYPRUS"	1969	608	3.704
"CYPRUS"	1970	615	3.753
"CYPRUS"	1971	614	4.148
"CYPRUS"	1972	613	4.442
"CYPRUS"	1973	611	4.693
"CYPRUS"	1974	610	3.86
"CYPRUS"	1975	609	3.258
"CYPRUS"	1976	611	3.828
"CYPRUS"	1977	614	4.414
"CYPRUS"	1978	618	4.697
"CYPRUS"	1979	623	5.091
"CYPRUS"	1980	629	5.295
"CYPRUS"	1981	637	5.291
"CYPRUS"	1982	645	5.608
"CYPRUS"	1983	653	5.838
"CYPRUS"	1984	660	6.268
"CYPRUS"	1985	666	6.486
"CYPRUS"	1986	673	6.553
"CYPRUS"	1987	680	6.871
"CYPRUS"	1988	687	7.367
"CYPRUS"	1989	695	7.887
"CYPRUS"	1990	702	8.368
"CYPRUS"	1991	710	8.566
"CYPRUS"	1992	718	9.203
"CYPRUS"	1993	718	9.122723
"CYPRUS"	1994	726	9.5518
"CYPRUS"	1995	733	10.03768
"CYPRUS"	1996	740	10.13164
"CYPRUS"	1997	746.74	10.29622
"CYPRUS"	1998	753.35	10.65595
"CYPRUS"	1999	NA	11.04072
"BULGARIA"	1945	6949	0.263
"BULGARIA"	1946	7000	0.281
"BULGARIA"	1947	7064	0.305
"BULGARIA"	1948	7130	0.31
"BULGARIA"	1949	7195	0.352
"BULGARIA"	1950	7251	0.385
"BULGARIA"	1951	7258	0.42
"BULGARIA"	1952	7275	0.465
"BULGARIA"	1953	7346	0.509
"BULGARIA"	1954	7423	0.532
"BULGARIA"	1955	7499	0.598
"BULGARIA"	1956	7576	0.615
"BULGARIA"	1957	7651	0.67
"BULGARIA"	1958	7728	0.721
"BULGARIA"	1959	7798	0.845
"BULGARIA"	1960	7867	0.957
"BULGARIA"	1961	7943	1.072
"BULGARIA"	1962	8010	1.22
"BULGARIA"	1963	8080	1.352
"BULGARIA"	1964	8140	1.574
"BULGARIA"	1965	8200	1.707
"BULGARIA"	1966	8260	2.106
"BULGARIA"	1967	8310	2.31
"BULGARIA"	1968	8370	2.474
"BULGARIA"	1969	8430	2.704
"BULGARIA"	1970	8490	2.889
"BULGARIA"	1971	8540	2.884
"BULGARIA"	1972	8579	3.008
"BULGARIA"	1973	8619	3.153
"BULGARIA"	1974	8678	3.259
"BULGARIA"	1975	8728	3.517
"BULGARIA"	1976	8761	3.613
"BULGARIA"	1977	8804	3.773
"BULGARIA"	1978	8814	4.003
"BULGARIA"	1979	8826	4.247
"BULGARIA"	1980	8862	3.926
"BULGARIA"	1981	8878	4.216
"BULGARIA"	1982	8894	4.277
"BULGARIA"	1983	8909	4.533
"BULGARIA"	1984	8925	4.562
"BULGARIA"	1985	8941	4.773
"BULGARIA"	1986	8957	5.756
"BULGARIA"	1987	8971	6.097
"BULGARIA"	1988	8981	6.868
"BULGARIA"	1989	8989	6.743
"BULGARIA"	1990	8991	6.203
"BULGARIA"	1991	8975	5.254
"BULGARIA"	1992	8505	5.208
"BULGARIA"	1993	8472	5.172094
"BULGARIA"	1994	8435	5.289223
"BULGARIA"	1995	8400	5.463174
"BULGARIA"	1996	8356	4.935294
"BULGARIA"	1997	8312.07	4.612251
"BULGARIA"	1998	8243.05	4.805518
"BULGARIA"	1999	NA	4.950226
"MOLDOVA"	1991	4360	3.479059
"MOLDOVA"	1992	4360	2.471755
"MOLDOVA"	1993	4348	2.443779
"MOLDOVA"	1994	4348	1.688652
"MOLDOVA"	1995	4339	1.668464
"MOLDOVA"	1996	4325	1.575107
"MOLDOVA"	1997	4312	1.605133
"MOLDOVA"	1998	4298	1.505688
"MOLDOVA"	1999	NA	1.445147
"ROMANIA"	1945	16149	0.126
"ROMANIA"	1946	15791	0.123
"ROMANIA"	1947	15849	0.116
"ROMANIA"	1948	15893	0.165
"ROMANIA"	1949	16084	0.185
"ROMANIA"	1950	16311	0.191
"ROMANIA"	1951	16464	0.208
"ROMANIA"	1952	16630	0.242
"ROMANIA"	1953	16846	0.263
"ROMANIA"	1954	17040	0.274
"ROMANIA"	1955	17324	0.294
"ROMANIA"	1956	17582	0.316
"ROMANIA"	1957	17828	0.339
"ROMANIA"	1958	18056	0.36
"ROMANIA"	1959	18256	0.375
"ROMANIA"	1960	18403	0.431
"ROMANIA"	1961	18538	0.469
"ROMANIA"	1962	18673	0.466
"ROMANIA"	1963	18810	0.509
"ROMANIA"	1964	19005	0.534
"ROMANIA"	1965	19202	0.59
"ROMANIA"	1966	19401	0.605
"ROMANIA"	1967	19602	0.66
"ROMANIA"	1968	19805	0.698
"ROMANIA"	1969	20010	0.744
"ROMANIA"	1970	20253	0.809
"ROMANIA"	1971	20470	0.862
"ROMANIA"	1972	20663	0.936
"ROMANIA"	1973	20828	1.029
"ROMANIA"	1974	21029	1.103
"ROMANIA"	1975	21245	1.23
"ROMANIA"	1976	21446	1.367
"ROMANIA"	1977	21658	1.412
"ROMANIA"	1978	21855	1.523
"ROMANIA"	1979	22048	1.53
"ROMANIA"	1980	22201	1.422
"ROMANIA"	1981	22353	1.412
"ROMANIA"	1982	22478	1.529
"ROMANIA"	1983	22553	1.748
"ROMANIA"	1984	22625	1.813
"ROMANIA"	1985	22725	1.995
"ROMANIA"	1986	22824	2.005
"ROMANIA"	1987	22940	2.021
"ROMANIA"	1988	23054	2.089
"ROMANIA"	1989	23152	2.043
"ROMANIA"	1990	23207	1.921915
"ROMANIA"	1991	23193	1.67525
"ROMANIA"	1992	22748	1.554723
"ROMANIA"	1993	22755	1.58089
"ROMANIA"	1994	22731	1.644943
"ROMANIA"	1995	22681	1.765885
"ROMANIA"	1996	22608	1.84087
"ROMANIA"	1997	22554	1.723536
"ROMANIA"	1998	22484.56	1.643442
"ROMANIA"	1999	NA	1.594043
"RUSSIA"	1945	169491	1.787
"RUSSIA"	1946	169368	1.864
"RUSSIA"	1947	172224	1.881
"RUSSIA"	1948	175128	1.889
"RUSSIA"	1949	178082	1.95
"RUSSIA"	1950	181085	1.995
"RUSSIA"	1951	184139	2.052
"RUSSIA"	1952	187244	2.128
"RUSSIA"	1953	190402	2.196
"RUSSIA"	1954	193613	2.245
"RUSSIA"	1955	196878	2.258
"RUSSIA"	1956	200200	2.332
"RUSSIA"	1957	203575	2.374
"RUSSIA"	1958	207008	2.448
"RUSSIA"	1959	210500	2.54
"RUSSIA"	1960	214400	2.397
"RUSSIA"	1961	217896	2.542
"RUSSIA"	1962	221449	2.656
"RUSSIA"	1963	225060	2.681
"RUSSIA"	1964	227571	2.854
"RUSSIA"	1965	230109	3.049
"RUSSIA"	1966	232676	3.247
"RUSSIA"	1967	235272	3.454
"RUSSIA"	1968	237896	3.73
"RUSSIA"	1969	240550	3.808
"RUSSIA"	1970	242770	4.088
"RUSSIA"	1971	244956	4.281
"RUSSIA"	1972	247162	4.429
"RUSSIA"	1973	249388	4.773
"RUSSIA"	1974	251634	4.99
"RUSSIA"	1975	253900	5.194
"RUSSIA"	1976	256186	5.44
"RUSSIA"	1977	258493	5.659
"RUSSIA"	1978	260821	5.874
"RUSSIA"	1979	263170	5.946
"RUSSIA"	1980	265540	6.119
"RUSSIA"	1981	267720	6.3
"RUSSIA"	1982	270142	6.499
"RUSSIA"	1983	272586	6.737
"RUSSIA"	1984	275052	6.946
"RUSSIA"	1985	277540	7.049
"RUSSIA"	1986	280029	7.181
"RUSSIA"	1987	282540	7.275
"RUSSIA"	1988	285074	7.616
"RUSSIA"	1989	287630	7.741
"RUSSIA"	1990	148292	7.479858
"RUSSIA"	1991	148240	7.086488
"RUSSIA"	1992	148689	6.054098
"RUSSIA"	1993	148520	5.535587
"RUSSIA"	1994	148336	4.845781
"RUSSIA"	1995	148141	4.651109
"RUSSIA"	1996	147739	4.505197
"RUSSIA"	1997	147307	4.559167
"RUSSIA"	1998	146919	4.350653
"RUSSIA"	1999	NA	4.508301
"ESTONIA"	1991	1580	5.388001
"ESTONIA"	1992	1540	4.307955
"ESTONIA"	1993	1516	4.018342
"ESTONIA"	1994	1499	3.985267
"ESTONIA"	1995	1484	4.198243
"ESTONIA"	1996	1466	4.406974
"ESTONIA"	1997	1457.99	4.911814
"ESTONIA"	1998	1443.35	5.172846
"ESTONIA"	1999	NA	5.143155
"LATVIA"	1991	2660	5.869166
"LATVIA"	1992	2630	3.867993
"LATVIA"	1993	2586	3.352215
"LATVIA"	1994	2548	3.421869
"LATVIA"	1995	2516	3.44041
"LATVIA"	1996	2491	3.589752
"LATVIA"	1997	2465	3.930747
"LATVIA"	1998	2441.43	4.119372
"LATVIA"	1999	NA	4.151877
"LITHUANIA"	1991	3741	4.279837
"LITHUANIA"	1992	3740	3.370027
"LITHUANIA"	1993	3730	2.832286
"LITHUANIA"	1994	3721	2.561821
"LITHUANIA"	1995	3715	2.650409
"LITHUANIA"	1996	3709	2.779705
"LITHUANIA"	1997	3705.59	2.984775
"LITHUANIA"	1998	3697.37	3.139543
"LITHUANIA"	1999	NA	3.010082
"UKRAINE"	1991	51940	4.892864
"UKRAINE"	1992	52100	4.393972
"UKRAINE"	1993	52179	3.767027
"UKRAINE"	1994	51921	2.917521
"UKRAINE"	1995	51531	2.582422
"UKRAINE"	1996	51114	2.342006
"UKRAINE"	1997	50698	2.290663
"UKRAINE"	1998	50272	2.265147
"UKRAINE"	1999	NA	2.271669
"BELARUS"	1991	10270	5.093413
"BELARUS"	1992	10314	4.583276
"BELARUS"	1993	10357	4.21545
"BELARUS"	1994	10356	3.685008
"BELARUS"	1995	10329	3.311613
"BELARUS"	1996	10298	3.414993
"BELARUS"	1997	10267	3.781565
"BELARUS"	1998	10233	4.133862
"BELARUS"	1999	NA	4.313886
"ARMENIA"	1991	3610	3.875519
"ARMENIA"	1992	3690	2.211923
"ARMENIA"	1993	3731	1.992208
"ARMENIA"	1994	3747	2.090824
"ARMENIA"	1995	3760	2.227774
"ARMENIA"	1996	3774	2.34969
"ARMENIA"	1997	3787.35	2.420028
"ARMENIA"	1998	3800	2.587495
"ARMENIA"	1999	NA	2.661954
"GEORGIA"	1991	5460	3.828363
"GEORGIA"	1992	5454.9	2.289314
"GEORGIA"	1993	5438.5	1.39114
"GEORGIA"	1994	5426	1.236373
"GEORGIA"	1995	5417	1.267916
"GEORGIA"	1996	5420	1.400271
"GEORGIA"	1997	5427.3	1.548358
"GEORGIA"	1998	5435	1.59004
"GEORGIA"	1999	NA	1.639499
"AZERBAIJAN"	1991	7242	3.194377
"AZERBAIJAN"	1992	7390	2.038833
"AZERBAIJAN"	1993	7400	1.770447
"AZERBAIJAN"	1994	7459	1.275122
"AZERBAIJAN"	1995	7511	1.111779
"AZERBAIJAN"	1996	7555	1.114916
"AZERBAIJAN"	1997	7804	1.168294
"AZERBAIJAN"	1998	7898	1.273426
"AZERBAIJAN"	1999	NA	1.355153
"FINLAND"	1945	3811	2.897
"FINLAND"	1946	3806	2.953
"FINLAND"	1947	3859	3.111
"FINLAND"	1948	3912	3.372
"FINLAND"	1949	3963	3.307
"FINLAND"	1950	4009	3.506
"FINLAND"	1951	4054	3.852
"FINLAND"	1952	4099	4.001
"FINLAND"	1953	4144	3.866
"FINLAND"	1954	4190	4.227
"FINLAND"	1955	4235	4.523
"FINLAND"	1956	4274	4.6
"FINLAND"	1957	4313	4.589
"FINLAND"	1958	4352	4.517
"FINLAND"	1959	4391	4.829
"FINLAND"	1960	4430	5.291
"FINLAND"	1961	4461	5.674
"FINLAND"	1962	4491	5.743
"FINLAND"	1963	4523	5.829
"FINLAND"	1964	4549	6.145
"FINLAND"	1965	4564	6.514
"FINLAND"	1966	4581	6.596
"FINLAND"	1967	4606	6.657
"FINLAND"	1968	4627	6.741
"FINLAND"	1969	4624	7.412
"FINLAND"	1970	4606	8.108
"FINLAND"	1971	4616	8.224
"FINLAND"	1972	4640	8.751
"FINLAND"	1973	4666	9.3
"FINLAND"	1974	4691	9.614
"FINLAND"	1975	4711	9.609
"FINLAND"	1976	4726	9.431
"FINLAND"	1977	4739	9.387
"FINLAND"	1978	4753	9.505
"FINLAND"	1979	4765	10.262
"FINLAND"	1980	4780	10.851
"FINLAND"	1981	4800	10.903
"FINLAND"	1982	4827	11.228
"FINLAND"	1983	4856	11.477
"FINLAND"	1984	4882	11.746
"FINLAND"	1985	4902	12.051
"FINLAND"	1986	4918	12.261
"FINLAND"	1987	4933	12.73
"FINLAND"	1988	4951	13.377
"FINLAND"	1989	4962	14.227
"FINLAND"	1990	4986	14.059
"FINLAND"	1991	5029	12.663
"FINLAND"	1992	5047	12
"FINLAND"	1993	5066	11.80599
"FINLAND"	1994	5089	12.21741
"FINLAND"	1995	5108	12.6357
"FINLAND"	1996	5125	13.09873
"FINLAND"	1997	5139.84	13.88267
"FINLAND"	1998	5155.24	14.60559
"FINLAND"	1999	NA	15.15375
"SWEDEN"	1945	6185	4.968
"SWEDEN"	1946	6179	5.085
"SWEDEN"	1947	6803	5.273
"SWEDEN"	1948	6883	5.509
"SWEDEN"	1949	6956	5.439
"SWEDEN"	1950	7014	5.807
"SWEDEN"	1951	7063	5.872
"SWEDEN"	1952	7113	6.025
"SWEDEN"	1953	7163	6.08
"SWEDEN"	1954	7212	6.43
"SWEDEN"	1955	7262	6.624
"SWEDEN"	1956	7305	6.775
"SWEDEN"	1957	7349	6.918
"SWEDEN"	1958	7393	7.029
"SWEDEN"	1959	7437	7.364
"SWEDEN"	1960	7480	7.592
"SWEDEN"	1961	7520	7.957
"SWEDEN"	1962	7562	8.233
"SWEDEN"	1963	7604	8.601
"SWEDEN"	1964	7661	9.139
"SWEDEN"	1965	7734	9.402
"SWEDEN"	1966	7808	9.486
"SWEDEN"	1967	7868	9.723
"SWEDEN"	1968	7914	10.014
"SWEDEN"	1969	7968	10.419
"SWEDEN"	1970	8043	10.766
"SWEDEN"	1971	8098	10.763
"SWEDEN"	1972	8122	10.963
"SWEDEN"	1973	8137	11.363
"SWEDEN"	1974	8161	11.697
"SWEDEN"	1975	8193	11.958
"SWEDEN"	1976	8222	12.021
"SWEDEN"	1977	8252	11.706
"SWEDEN"	1978	8276	11.812
"SWEDEN"	1979	8294	12.261
"SWEDEN"	1980	8310	12.456
"SWEDEN"	1981	8320	12.37
"SWEDEN"	1982	8325	12.475
"SWEDEN"	1983	8331	12.682
"SWEDEN"	1984	8337	13.198
"SWEDEN"	1985	8350	13.451
"SWEDEN"	1986	8370	13.725
"SWEDEN"	1987	8399	14.128
"SWEDEN"	1988	8436	14.408
"SWEDEN"	1989	8498	14.681
"SWEDEN"	1990	8559	14.762
"SWEDEN"	1991	8635	14.363
"SWEDEN"	1992	8678	13.986
"SWEDEN"	1993	8718.6	13.59605
"SWEDEN"	1994	8780.7	14.05562
"SWEDEN"	1995	8831	14.49142
"SWEDEN"	1996	8843	14.62777
"SWEDEN"	1997	8849.44	14.90663
"SWEDEN"	1998	8854.85	15.34254
"SWEDEN"	1999	NA	15.91285
"NORWAY"	1945	3076	3.616
"NORWAY"	1946	3127	3.741
"NORWAY"	1947	3165	3.859
"NORWAY"	1948	3201	3.981
"NORWAY"	1949	3234	4.117
"NORWAY"	1950	3265	4.358
"NORWAY"	1951	3297	4.381
"NORWAY"	1952	3330	4.568
"NORWAY"	1953	3362	4.832
"NORWAY"	1954	3395	4.961
"NORWAY"	1955	3427	5.067
"NORWAY"	1956	3458	5.169
"NORWAY"	1957	3489	5.314
"NORWAY"	1958	3520	5.343
"NORWAY"	1959	3550	5.446
"NORWAY"	1960	3581	5.61
"NORWAY"	1961	3610	5.854
"NORWAY"	1962	3639	6.078
"NORWAY"	1963	3667	6.364
"NORWAY"	1964	3694	6.656
"NORWAY"	1965	3723	6.95
"NORWAY"	1966	3753	7.213
"NORWAY"	1967	3785	7.576
"NORWAY"	1968	3819	7.654
"NORWAY"	1969	3851	7.96
"NORWAY"	1970	3877	8.034
"NORWAY"	1971	3903	8.321
"NORWAY"	1972	3933	8.746
"NORWAY"	1973	3961	9.07
"NORWAY"	1974	3985	9.461
"NORWAY"	1975	4007	9.773
"NORWAY"	1976	4026	10.428
"NORWAY"	1977	4043	10.728
"NORWAY"	1978	4059	11.205
"NORWAY"	1979	4073	11.719
"NORWAY"	1980	4091	12.141
"NORWAY"	1981	4100	12.206
"NORWAY"	1982	4115	12.177
"NORWAY"	1983	4133	12.714
"NORWAY"	1984	4140	13.449
"NORWAY"	1985	4153	14.144
"NORWAY"	1986	4169	14.683
"NORWAY"	1987	4187	14.812
"NORWAY"	1988	4209	14.674
"NORWAY"	1989	4227	14.63
"NORWAY"	1990	4242	14.902
"NORWAY"	1991	4262	15.047
"NORWAY"	1992	4286	15.518
"NORWAY"	1993	4312	15.84768
"NORWAY"	1994	4336.6	16.62319
"NORWAY"	1995	4360	17.1701
"NORWAY"	1996	4381	17.92452
"NORWAY"	1997	4404.1	18.66743
"NORWAY"	1998	4430	18.92094
"NORWAY"	1999	NA	18.96662
"DENMARK"	1945	3993	4.049
"DENMARK"	1946	4104	4.036
"DENMARK"	1947	4146	4.354
"DENMARK"	1948	4190	4.296
"DENMARK"	1949	4230	4.619
"DENMARK"	1950	4271	5.263
"DENMARK"	1951	4304	5.044
"DENMARK"	1952	4338	5.082
"DENMARK"	1953	4372	5.376
"DENMARK"	1954	4406	5.555
"DENMARK"	1955	4439	5.434
"DENMARK"	1956	4468	5.559
"DENMARK"	1957	4496	5.768
"DENMARK"	1958	4524	5.823
"DENMARK"	1959	4552	6.351
"DENMARK"	1960	4581	6.76
"DENMARK"	1961	4610	7.142
"DENMARK"	1962	4647	7.512
"DENMARK"	1963	4684	7.404
"DENMARK"	1964	4720	8.127
"DENMARK"	1965	4758	8.436
"DENMARK"	1966	4798	8.562
"DENMARK"	1967	4839	8.778
"DENMARK"	1968	4867	9.031
"DENMARK"	1969	4891	9.595
"DENMARK"	1970	4929	9.67
"DENMARK"	1971	4963	9.86
"DENMARK"	1972	4992	10.344
"DENMARK"	1973	5022	10.613
"DENMARK"	1974	5045	10.428
"DENMARK"	1975	5060	10.236
"DENMARK"	1976	5073	10.921
"DENMARK"	1977	5088	11.047
"DENMARK"	1978	5104	11.137
"DENMARK"	1979	5117	11.484
"DENMARK"	1980	5123	11.342
"DENMARK"	1981	5122	11.153
"DENMARK"	1982	5118	11.526
"DENMARK"	1983	5114	11.828
"DENMARK"	1984	5112	12.419
"DENMARK"	1985	5114	12.969
"DENMARK"	1986	5121	13.474
"DENMARK"	1987	5127	13.449
"DENMARK"	1988	5130	13.571
"DENMARK"	1989	5133	13.663
"DENMARK"	1990	5141	13.909
"DENMARK"	1991	5154	14.015
"DENMARK"	1992	5170	14.091
"DENMARK"	1993	5189	14.03921
"DENMARK"	1994	5205	14.76108
"DENMARK"	1995	5228	15.10076
"DENMARK"	1996	5262	15.38103
"DENMARK"	1997	5284.22	15.79692
"DENMARK"	1998	5302.89	16.14705
"DENMARK"	1999	NA	16.34121
"GUINEA BISSAU"	1974	597	0.872
"GUINEA BISSAU"	1975	627	0.77
"GUINEA BISSAU"	1976	661	0.749
"GUINEA BISSAU"	1977	701	0.595
"GUINEA BISSAU"	1978	742	0.619
"GUINEA BISSAU"	1979	779	0.556
"GUINEA BISSAU"	1980	809	0.471
"GUINEA BISSAU"	1981	824	0.573
"GUINEA BISSAU"	1982	839	0.633
"GUINEA BISSAU"	1983	854	0.606
"GUINEA BISSAU"	1984	870	0.627
"GUINEA BISSAU"	1985	886	0.65
"GUINEA BISSAU"	1986	903	0.627
"GUINEA BISSAU"	1987	921	0.627
"GUINEA BISSAU"	1988	939	0.654
"GUINEA BISSAU"	1989	959	0.698
"GUINEA BISSAU"	1990	980	0.689
"GUINEA BISSAU"	1991	1001	0.593
"GUINEA BISSAU"	1992	1022	0.634
"GUINEA BISSAU"	1993	1034.89	0.6332468
"GUINEA BISSAU"	1994	1059.38	0.6384032
"GUINEA BISSAU"	1995	1086	0.650156
"GUINEA BISSAU"	1996	1111.92	0.6642101
"GUINEA BISSAU"	1997	1137.06	0.684599
"GUINEA BISSAU"	1998	1161.33	0.4819401
"GUINEA BISSAU"	1999	NA	0.5092957
"GAMBIA"	1965	417	0.724
"GAMBIA"	1966	426	0.747
"GAMBIA"	1967	435	0.725
"GAMBIA"	1968	444	0.728
"GAMBIA"	1969	453	0.727
"GAMBIA"	1970	463	0.722
"GAMBIA"	1971	476	0.865
"GAMBIA"	1972	489	0.856
"GAMBIA"	1973	502	0.869
"GAMBIA"	1974	517	0.881
"GAMBIA"	1975	533	0.799
"GAMBIA"	1976	552	0.982
"GAMBIA"	1977	571	1.002
"GAMBIA"	1978	591	1.179
"GAMBIA"	1979	612	1.031
"GAMBIA"	1980	634	1.017
"GAMBIA"	1981	656	0.889
"GAMBIA"	1982	678	0.872
"GAMBIA"	1983	701	0.721
"GAMBIA"	1984	724	0.801
"GAMBIA"	1985	748	0.769
"GAMBIA"	1986	772	0.843
"GAMBIA"	1987	797	0.853
"GAMBIA"	1988	823	0.804
"GAMBIA"	1989	849	0.808
"GAMBIA"	1990	875	0.799
"GAMBIA"	1991	884	0.7885874
"GAMBIA"	1992	889	0.7827051
"GAMBIA"	1993	1039.54	0.7764276
"GAMBIA"	1994	1076.29	0.751074
"GAMBIA"	1995	1111	0.7340252
"GAMBIA"	1996	1145.88	0.7275064
"GAMBIA"	1997	1180.88	0.7405351
"GAMBIA"	1998	1215.94	0.7544227
"GAMBIA"	1999	NA	0.7802095
"MALI"	1960	4175	0.535
"MALI"	1961	4278	0.516
"MALI"	1962	4382	0.503
"MALI"	1963	4488	0.512
"MALI"	1964	4598	0.421
"MALI"	1965	4711	0.435
"MALI"	1966	4829	0.427
"MALI"	1967	4950	0.425
"MALI"	1968	5076	0.416
"MALI"	1969	5204	0.4
"MALI"	1970	5335	0.419
"MALI"	1971	5450	0.421
"MALI"	1972	5564	0.44
"MALI"	1973	5678	0.424
"MALI"	1974	5791	0.432
"MALI"	1975	5905	0.461
"MALI"	1976	6032	0.495
"MALI"	1977	6165	0.502
"MALI"	1978	6304	0.511
"MALI"	1979	6446	0.551
"MALI"	1980	6590	0.532
"MALI"	1981	6733	0.512
"MALI"	1982	6883	0.524
"MALI"	1983	7041	0.503
"MALI"	1984	7210	0.506
"MALI"	1985	7389	0.532
"MALI"	1986	7579	0.55
"MALI"	1987	7780	0.53
"MALI"	1988	7994	0.516
"MALI"	1989	8220	0.556
"MALI"	1990	8460	0.531
"MALI"	1991	8707	0.495
"MALI"	1992	9820	0.522149
"MALI"	1993	9197.45	0.4980134
"MALI"	1994	9449.71	0.4902707
"MALI"	1995	9705	0.5084646
"MALI"	1996	9993.35	0.512472
"MALI"	1997	10290.26	0.5342243
"MALI"	1998	10596	0.5394728
"MALI"	1999	NA	0.5555085
"SENEGAL"	1960	3498	1.047
"SENEGAL"	1961	3581	1.072
"SENEGAL"	1962	3665	1.104
"SENEGAL"	1963	3751	1.134
"SENEGAL"	1964	3839	1.133
"SENEGAL"	1965	3930	1.143
"SENEGAL"	1966	4023	1.155
"SENEGAL"	1967	4117	1.12
"SENEGAL"	1968	4214	1.171
"SENEGAL"	1969	4313	1.036
"SENEGAL"	1970	4158	1.146
"SENEGAL"	1971	4279	1.137
"SENEGAL"	1972	4405	1.133
"SENEGAL"	1973	4535	1.062
"SENEGAL"	1974	4669	1.062
"SENEGAL"	1975	4806	1.123
"SENEGAL"	1976	4946	1.165
"SENEGAL"	1977	5089	1.156
"SENEGAL"	1978	5235	1.11
"SENEGAL"	1979	5385	1.174
"SENEGAL"	1980	5538	1.134
"SENEGAL"	1981	5695	1.139
"SENEGAL"	1982	5855	1.203
"SENEGAL"	1983	6019	1.188
"SENEGAL"	1984	6192	1.127
"SENEGAL"	1985	6375	1.163
"SENEGAL"	1986	6565	1.155
"SENEGAL"	1987	6762	1.171
"SENEGAL"	1988	6968	1.172
"SENEGAL"	1989	7182	1.139
"SENEGAL"	1990	7404	1.145
"SENEGAL"	1991	7625	1.12
"SENEGAL"	1992	7740	1.116303
"SENEGAL"	1993	7901.3	1.063268
"SENEGAL"	1994	8112.31	1.065738
"SENEGAL"	1995	8330	1.091977
"SENEGAL"	1996	8555.61	1.117214
"SENEGAL"	1997	8790.38	1.141265
"SENEGAL"	1998	9032.46	1.173732
"SENEGAL"	1999	NA	1.200965
"BENIN"	1960	2050	1.1
"BENIN"	1961	2100	1.116
"BENIN"	1962	2156	1.079
"BENIN"	1963	2213	1.129
"BENIN"	1964	2271	1.129
"BENIN"	1965	2332	1.191
"BENIN"	1966	2393	1.179
"BENIN"	1967	2457	1.148
"BENIN"	1968	2522	1.103
"BENIN"	1969	2589	1.059
"BENIN"	1970	2657	1.118
"BENIN"	1971	2727	1.098
"BENIN"	1972	2800	1.132
"BENIN"	1973	2875	1.149
"BENIN"	1974	2951	1.11
"BENIN"	1975	3029	1.052
"BENIN"	1976	3107	1.002
"BENIN"	1977	3189	1.023
"BENIN"	1978	3275	1.017
"BENIN"	1979	3367	1.056
"BENIN"	1980	3464	1.114
"BENIN"	1981	3568	1.177
"BENIN"	1982	3678	1.018
"BENIN"	1983	3794	1.008
"BENIN"	1984	3916	1.033
"BENIN"	1985	4043	1.108
"BENIN"	1986	4175	1.063
"BENIN"	1987	4311	0.995
"BENIN"	1988	4451	0.995
"BENIN"	1989	4594	0.921
"BENIN"	1990	4740	0.92
"BENIN"	1991	4886	0.946
"BENIN"	1992	5050	0.9554182
"BENIN"	1993	5176.76	0.9608125
"BENIN"	1994	5325	0.9749064
"BENIN"	1995	5475	0.9918541
"BENIN"	1996	5631.92	1.018268
"BENIN"	1997	5796.09	1.047128
"BENIN"	1998	5967.9	1.064606
"BENIN"	1999	NA	1.087079
"MAURITANIA"	1960	975	0.78
"MAURITANIA"	1961	997	0.846
"MAURITANIA"	1962	1020	0.824
"MAURITANIA"	1963	1043	0.736
"MAURITANIA"	1964	1066	0.839
"MAURITANIA"	1965	1091	0.882
"MAURITANIA"	1966	1115	0.856
"MAURITANIA"	1967	1141	0.843
"MAURITANIA"	1968	1167	0.854
"MAURITANIA"	1969	1193	0.857
"MAURITANIA"	1970	1221	0.872
"MAURITANIA"	1971	1249	0.86
"MAURITANIA"	1972	1277	0.857
"MAURITANIA"	1973	1307	0.85
"MAURITANIA"	1974	1338	0.966
"MAURITANIA"	1975	1371	0.915
"MAURITANIA"	1976	1407	1.117
"MAURITANIA"	1977	1443	1.056
"MAURITANIA"	1978	1480	0.959
"MAURITANIA"	1979	1516	0.931
"MAURITANIA"	1980	1551	0.885
"MAURITANIA"	1981	1586	0.888
"MAURITANIA"	1982	1620	0.885
"MAURITANIA"	1983	1654	0.939
"MAURITANIA"	1984	1690	0.847
"MAURITANIA"	1985	1729	0.824
"MAURITANIA"	1986	1771	0.839
"MAURITANIA"	1987	1816	0.809
"MAURITANIA"	1988	1864	0.788
"MAURITANIA"	1989	1915	0.808
"MAURITANIA"	1990	1969	0.791
"MAURITANIA"	1991	2025	0.802
"MAURITANIA"	1992	2079	0.837
"MAURITANIA"	1993	2202.69	0.8586297
"MAURITANIA"	1994	2264.96	0.8734918
"MAURITANIA"	1995	2329	0.8885981
"MAURITANIA"	1996	2394.35	0.9122758
"MAURITANIA"	1997	2461.01	0.915647
"MAURITANIA"	1998	2529.01	0.923881
"MAURITANIA"	1999	NA	0.9360105
"NIGER"	1960	3234	0.532
"NIGER"	1961	3315	0.553
"NIGER"	1962	3399	0.612
"NIGER"	1963	3484	0.625
"NIGER"	1964	3572	0.603
"NIGER"	1965	3662	0.641
"NIGER"	1966	3754	0.76
"NIGER"	1967	3848	0.756
"NIGER"	1968	3945	0.756
"NIGER"	1969	4044	0.692
"NIGER"	1970	4146	0.805
"NIGER"	1971	4240	0.824
"NIGER"	1972	4343	0.76
